binder_count,binder_mass,span,aspect_ratio,mean_aerodynamic_chord,wing_area,horizontal_stabilizer_area,wing_loading,battery_capacity,propeller,main_wing_airfoil,horizontal_stabilizer_airfoil,fowler_affected_span,fowler_affected_span_ratio,fowler_affected_area,fowler_affected_area_ratio,fuselage_wetted_area,fuselage_length,fuselage_diameter,cargo_bay_length,cargo_bay_wetted_area,mass_total,mass_empty,mass_payload,mass_battery,mass_fuselage,mass_cargo_bay,mass_wing,mass_horizontal_stabilizer,mass_pylon,mass_landing_gear,mass_misc,x_center_of_gravity,c_m_alpha,c_l_alpha,c_n_beta,x_neutral_point,static_margin,transport_box_height,transport_box_width,transport_box_length,take_off_length,take_off_time_from_counter_start,take_off_time_total,cl_max_at_take_off,assumed_wind_speed,take_off_ground_speed,take_off_air_speed,takeoff_battery_voltage,takeoff_battery_soc,climb_air_speed,climb_rate,climb_flap_angle,climb_cl,climb_reynolds,climb_battery_voltage,climb_battery_soc,efficiency_motor_on_air_speed,efficiency_motor_on_cl,efficiency_motor_on_reynolds,efficiency_motor_on_flap_angle,efficiency_motor_on_time,efficiency_motor_off_air_speed,efficiency_motor_off_cl,efficiency_motor_off_reynolds,efficiency_motor_off_flap_angle,efficiency_motor_off_time,efficiency_battery_voltage,efficiency_battery_soc,cruise_air_speed,cruise_flap_angle,cruise_cl,cruise_drag_force,cruise_reynolds,cruise_battery_voltage,cruise_battery_soc,score_factor_take_off,score_payload,max_payload,score_efficiency,max_efficiency,score_distance,max_distance,t_loading,t_unloading,b_loading,penalty_current,penalty_round,score_round
4,0.041293051822615,2.560273422898422,9.500000000000004,0.28373082464295196,0.69,0.11492828542456533,8.167429010977957,2.4,freudenthaler14x8,LAK24_v1,ht14,0.0,0.0,0.0,0.0,0.18201627184264793,1.1376016990165496,0.04,0.6299999999999999,0.3055264431497383,5.63552601757479,1.72552601757479,3.91,0.21344,0.11212202345507112,0.18331586588984297,0.5328462038419802,0.047571911463988065,0.01120901292390764,0.170021,0.455,0.05643232799519968,-2.31368212049644,5.318828268232766,0.07913996808825091,0.1798521138458698,0.4349984627845832,0.32984810179115553,0.3700796740754534,0.7000722241333909,28.28328087440898,4.800000000000002,5.600000000000002,1.4748501056538401,2.2,9.091165756985198,11.291165756985198,11.90768333295101,0.9631944444444445,17.65751827074363,2.7331509035845407,2,0.44376941012509463,304975.32918009924,11.764339582250066,0.9170138888888889,24.754931945072315,0.22849394296997583,427559.7172275466,0,28.256787699384446,21.541094572261436,0.3017606667762399,372051.28757872793,2,61.74321230061555,11.555571080237934,0.8294152991330132,30.99059773605572,0,0.14579353284508836,6.506741394975334,535260.255780191,11.104751247158577,0.624108376043804,1.05,651.6666666666667,6.0,822.5405038713602,0.74,871.6105613265671,3200.0,13.799999999999999,9.2,52.333333333333336,0.0,0.0,875.9862061526079
4,0.031153948433129394,2.387467277262665,9.500000000000004,0.2645803582255419,0.6,0.09813419689180083,9.263251172067191,2.4,freudenthaler14x8,LAK24_v1,ht14,0.0,0.0,0.0,0.0,0.16973104867124522,1.0608190541952827,0.04,0.6299999999999999,0.3055264431497383,5.557950703240314,1.6479507032403138,3.91,0.21344,0.10455432598148706,0.18331586588984297,0.47166299538140066,0.03874750306367458,0.01120901292390764,0.170021,0.455,0.05274871142419187,-2.320452123332703,5.311636291744385,0.07932464467395689,0.1683349514292971,0.43686201311246925,0.30758494090919297,0.3526123312465265,0.7398027278442803,32.77711323819809,5.200000000000002,6.000000000000003,1.4748350170453652,2.2,9.752287161445095,11.952287161445096,11.90269791671858,0.9618055555555556,16.97286667379349,2.7772137740352045,4,0.5439692318231744,273364.0021102811,11.762377082358164,0.9163194444444445,28.0180870955719,0.20230158025870892,451257.6789250248,0,43.82278813888832,24.164631828005184,0.27196678786537765,389194.15281947603,2,46.17721186111168,11.456337531741903,0.8023909928144299,31.35961265510555,0,0.16148599272771014,6.289942195176647,505076.09496892785,11.025616809748888,0.5700597634066378,1.05,651.6666666666667,6.0,835.236042032807,0.74,881.9891059248436,3200.0,13.799999999999999,9.2,52.333333333333336,0.0,0.0,884.0621351185112
4,0.04016399723086356,2.5416530054277673,9.500000000000004,0.28166730035023635,0.6799999999999999,0.11305237080841406,8.274906019343058,2.4,freudenthaler14x8,LAK24_v1,ht14,0.0,0.0,0.0,0.0,0.18069249956979222,1.1293281223112013,0.04,0.6299999999999999,0.3055264431497383,5.6269360931532795,1.7169360931532793,3.91,0.21344,0.111306579734992,0.18331586588984297,0.5260810220500031,0.046562612554533395,0.01120901292390764,0.170021,0.455,0.05600774078980465,-2.314790952245378,5.318057052963824,0.07916024050607672,0.1786125146073947,0.4352700486647307,0.32744917466785584,0.36819717815001507,0.704353647182129,28.357421036230427,4.800000000000002,5.600000000000002,1.4748441250146433,2.2,9.115751866518574,11.315751866518575,11.90768333295101,0.9631944444444445,16.317553104717362,2.738376188558387,4,0.5253781589683262,279782.1416117703,11.764339582250066,0.9170138888888889,25.950406519333967,0.21066264662010029,444947.858608551,0,35.41430871099327,22.765593908758188,0.2737271640063383,390340.79300865636,2,54.58569128900673,11.508620757189721,0.8169890473767478,31.013840925749225,0,0.14749074087931147,6.476451275800624,531765.9319462766,11.068915214549346,0.5992558725312733,1.05,651.6666666666667,6.0,818.2629158519178,0.74,872.264276036697,3200.0,13.799999999999999,9.2,52.333333333333336,0.0,0.0,874.7178504943486
4,0.03343312756384584,2.4269322199023198,9.500000000000002,0.26895388357618977,0.62,0.10184813648907667,8.992382841760039,2.4,freudenthaler14x8,LAK24_v1,ht14,0.0,0.0,0.0,0.0,0.17253671062262463,1.078354441391404,0.04,0.6299999999999999,0.3055264431497383,5.575277361891224,1.6652773618912242,3.91,0.21344,0.10628261374353677,0.18331586588984297,0.48535158325088534,0.04065728608305161,0.01120901292390764,0.170021,0.455,0.05353977904416273,-2.319835266132254,5.313343748694424,0.07928629387372076,0.1709650574282112,0.4366055305008782,0.3126693339668104,0.3566008359342203,0.7307298300989693,30.684090570932845,5.000000000000002,5.8000000000000025,1.4748278819386418,2.2,9.485293587824069,11.68529358782407,11.905079166528273,0.9625,16.788784364655434,2.7681751843696385,4,0.5395949144376928,274868.8939520495,11.7633333322816,0.9166666666666666,27.179204951616896,0.20869598226571773,444982.66469338426,0,37.78386251464465,23.026263647738244,0.2907640031524389,376989.9882701836,2,52.21613748535535,11.492539979368434,0.812875238689853,31.289101449734385,0,0.15747129630184178,6.342128573155524,512270.6040794674,11.056622924051192,0.5910282551574838,1.05,651.6666666666667,6.0,831.2118279503705,0.74,880.0059782737796,3200.0,13.799999999999999,9.2,52.333333333333336,0.0,0.0,881.959565511786
4,0.032360700339727384,2.4072806234421447,9.5,0.2667760834946329,0.6100000000000001,0.09998979953002488,9.12571791445001,2.4,freudenthaler14x8,LAK24_v1,ht14,0.0,0.0,0.0,0.0,0.17113962924395376,1.069622682774711,0.04,0.6299999999999999,0.3055264431497383,5.566687927814507,1.6566879278145068,3.91,0.21344,0.10542201161427552,0.18331586588984297,0.47858137717372135,0.03969866021275881,0.01120901292390764,0.170021,0.455,0.05314162367624217,-2.320188462979456,5.312491708321274,0.07930266164551104,0.1696540412707118,0.436742039398425,0.3101375568013011,0.35461470793573974,0.735247735262959,32.68902523330688,5.200000000000002,6.000000000000003,1.4748419479370154,2.2,9.725044332608404,11.925044332608405,11.90269791671858,0.9618055555555556,16.879223024697886,2.772560352262737,4,0.5417991904321573,274111.8862250088,11.762377082358164,0.9163194444444445,27.87082062556824,0.20140967321709408,452611.0710863204,0,43.333334259564644,24.05065293195536,0.27047435568603784,390573.06313655514,2,46.666665740435356,11.459312493364198,0.8032407391327002,31.315139664692808,0,0.15954056704624522,6.313033667115348,508545.44597986166,11.027895829286564,0.5717592560431783,1.05,651.6666666666667,6.0,832.5197538780957,0.74,880.7383030694853,3200.0,13.799999999999999,9.2,52.333333333333336,0.0,0.0,882.6736532649867
4,0.034520302183077466,2.446425964545014,9.500000000000004,0.2711141904377081,0.6300000000000001,0.10370914785747806,8.86328994361324,2.4,freudenthaler14x8,LAK24_v1,ht14,0.0,0.0,0.0,0.0,0.1739225699188942,1.0870160619930889,0.04,0.6299999999999999,0.3055264431497383,5.583872664476343,1.6738726644763426,3.91,0.21344,0.10713630307003884,0.18331586588984297,0.4921271620866035,0.04162332050594954,0.01120901292390764,0.170021,0.455,0.05394175111045267,-2.319361055710683,5.314201289799203,0.07926108640655981,0.1722648321851735,0.4364458418545,0.3151807745847093,0.3585711049919435,0.7262481204233471,30.603075696479507,5.000000000000002,5.8000000000000025,1.4748345285478472,2.2,9.459304694416668,11.659304694416669,11.905079166528273,0.9625,16.70160910901593,2.7634101444833044,4,0.5373640373187467,275637.99924504064,11.7633333322816,0.9166666666666666,26.867941672665943,0.21049363115058597,443419.89075102046,0,37.07148546360538,22.965086679743035,0.28811878571046873,379008.4238934912,2,52.92851453639462,11.497615665451942,0.8141120044034629,31.245467746511533,0,0.15564446921404906,6.365338853052313,515665.1768645864,11.060388054623486,0.5935017865847037,1.05,651.6666666666667,6.0,828.6788839547135,0.74,878.7787803706368,3200.0,13.799999999999999,9.2,52.333333333333336,0.0,0.0,880.643515847206
4,0.03904288852959847,2.5228951623085734,9.500000000000002,0.2795885464760869,0.6700000000000002,0.1111788133574787,8.385592636512918,2.4,freudenthaler14x8,LAK24_v1,ht14,0.0,0.0,0.0,0.0,0.17935895736221827,1.1209934835138642,0.04,0.6299999999999999,0.3055264431497383,5.618347066463656,1.7083470664636558,3.91,0.21344,0.11048511773512645,0.18331586588984297,0.5193156804154663,0.045560389499312265,0.01120901292390764,0.170021,0.455,0.05558683187559988,-2.315925512900323,5.317304423311444,0.07918206599740552,0.1773640348498899,0.4355450296859325,0.3250325425647276,0.366300866733342,0.7086665907019303,28.431829392199532,4.800000000000002,5.600000000000002,1.4748380548897448,2.2,9.140442316075076,11.340442316075077,11.90768333295101,0.9631944444444445,16.388115784218847,2.743595635551062,4,0.5278666983291846,278918.2451128634,11.764339582250066,0.9170138888888889,25.909914363108093,0.21414828612520975,440974.907691449,0,34.95955230593671,22.74335403908998,0.2779313482750252,387081.49735384,2,55.04044769406329,11.511522845501577,0.8177785550244154,31.064032391333914,0,0.1489810042204316,6.455708321460236,528695.6423058365,11.07133421272891,0.6008348878266087,1.05,651.6666666666667,6.0,820.6749613814853,0.74,873.6759110062662,3200.0,13.799999999999999,9.2,52.333333333333336,0.0,0.0,876.0561386690465
4,0.03785640929409572,2.5039968051097836,9.500000000000007,0.2774942207589768,0.6599999999999999,0.10930766140629344,8.499519951557863,2.4,freudenthaler14x8,LAK24_v1,ht14,0.0,0.0,0.0,0.0,0.17801542565560066,1.1125964103475041,0.04,0.6299999999999999,0.3055264431497383,5.609683168028189,1.699683168028189,3.91,0.21344,0.10965750220385001,0.18331586588984297,0.5124744923795067,0.04456529463108112,0.01120901292390764,0.170021,0.455,0.05517034122572353,-2.317056504854491,5.316569278056636,0.07920198076437232,0.1761051323955838,0.4358179840555833,0.32259780758945483,0.3643904307403787,0.7130117616701663,28.50702327636465,4.800000000000002,5.600000000000002,1.4748319081662116,2.2,9.16538468482039,11.365384684820391,11.90768333295101,0.9631944444444445,16.46164500470633,2.748749683035246,4,0.530307896682237,278071.0000299428,11.764339582250066,0.9170138888888889,26.32289227728974,0.21030034339541287,444647.7236712223,0,35.73111872929815,22.766738270040662,0.28112894647709447,384576.9773531279,2,54.26888127070185,11.506566442391032,0.8164390299838574,31.109384669499633,0,0.1505651124191333,6.4331818967718535,525501.4127015101,11.06736086552162,0.5981558377454925,1.05,651.6666666666667,6.0,822.8818491488785,0.74,874.9514438296773,3200.0,13.799999999999999,9.2,52.333333333333336,0.0,0.0,877.2749858758281
4,0.03673307209405608,2.4849547279578355,9.5,0.2753839679223402,0.65,0.1074389649856208,8.61704057894556,2.4,freudenthaler14x8,LAK24_v1,ht14,0.0,0.0,0.0,0.0,0.17666167653633125,1.1041354783520703,0.04,0.6299999999999999,0.3055264431497383,5.601076376314614,1.691076376314614,3.91,0.21344,0.10882359274638005,0.18331586588984297,0.5056895232882104,0.04357738146627282,0.01120901292390764,0.170021,0.455,0.05475705645772673,-2.317850942184012,5.315765005513085,0.07922087085640646,0.1748348700886233,0.4360333723895099,0.3201445567192333,0.36246554937730446,0.7173898939034621,30.441923635664594,5.000000000000002,5.8000000000000025,1.47484751818769,2.2,9.407674654519939,11.60767465451994,11.905079166528273,0.9625,16.53824149624749,2.7535140901726276,4,0.5327149521614903,277240.39358968404,11.7633333322816,0.9166666666666666,26.295827741240373,0.21364721848583715,440812.62414762576,0,35.82595670673799,22.84503745952156,0.2830656599436947,382964.9711117057,2,54.17404329326201,11.505951477430092,0.8162743807174687,31.156832088195504,0,0.15218237154294928,6.411358416732953,522300.53558589984,11.0668955667321,0.5978265392127153,1.05,651.6666666666667,6.0,823.8861896875854,0.74,876.2859024804986,3200.0,13.799999999999999,9.2,52.333333333333336,0.0,0.0,878.0935655921628
4,0.03562069619208926,2.465765601187591,9.500000000000004,0.27325741897096445,0.64,0.1055727759077577,8.738238500314816,2.4,freudenthaler14x8,LAK24_v1,ht14,0.0,0.0,0.0,0.0,0.17529747329014753,1.095609208063422,0.04,0.6299999999999999,0.3055264431497383,5.592472640201482,1.6824726402014818,3.91,0.21344,0.10798324354673088,0.18331586588984297,0.4989068130906042,0.04259670475039544,0.01120901292390764,0.170021,0.455,0.054347518123756475,-2.318567566393014,5.314968992295287,0.07924056699748913,0.1735551682918558,0.4362335076185897,0.31767236098279916,0.3605258895106395,0.7218017495065612,30.5223614441994,5.000000000000002,5.8000000000000025,1.474841073500862,2.2,9.43343524653725,11.63343524653725,11.905079166528273,0.9625,16.618200054396823,2.758514090417961,4,0.5350662488299428,276429.5513503343,11.7633333322816,0.9166666666666666,26.235678784882065,0.21764669726792368,436408.0882488608,0,35.507265370968085,22.87567961381141,0.286278465370503,380517.3744317038,2,54.492734629031915,11.508017991395745,0.8168276642865138,31.204715726820965,0,0.15384954995199765,6.389592977853811,519063.769851393,11.068459145972898,0.5989331063508052,1.05,651.6666666666667,6.0,826.2733773753689,0.74,877.6326298168397,3200.0,13.799999999999999,9.2,52.333333333333336,0.0,0.0,879.4004358506065
