binder_count,binder_mass,span,aspect_ratio,mean_aerodynamic_chord,wing_area,horizontal_stabilizer_area,wing_loading,battery_capacity,propeller,main_wing_airfoil,horizontal_stabilizer_airfoil,fowler_affected_span,fowler_affected_span_ratio,fowler_affected_area,fowler_affected_area_ratio,fuselage_wetted_area,fuselage_length,fuselage_diameter,mass_total,mass_empty,mass_payload,mass_battery,mass_fuselage,mass_wing,mass_horizontal_stabilizer,mass_landing_gear,mass_misc,x_center_of_gravity,c_m_alpha,c_l_alpha,c_n_beta,x_neutral_point,static_margin,percent_mac,transport_box_height,transport_box_width,transport_box_length,take_off_length,take_off_time_from_counter_start,take_off_time_total,cl_max_at_take_off,assumed_wind_speed,take_off_ground_speed,take_off_air_speed,takeoff_battery_voltage,takeoff_battery_soc,climb_air_speed,climb_rate,climb_flap_angle,climb_cl,climb_reynolds,climb_battery_voltage,climb_battery_soc,efficiency_motor_on_air_speed,efficiency_motor_on_cl,efficiency_motor_on_reynolds,efficiency_motor_on_flap_angle,efficiency_motor_on_time,efficiency_motor_off_air_speed,efficiency_motor_off_cl,efficiency_motor_off_reynolds,efficiency_motor_off_flap_angle,efficiency_motor_off_time,efficiency_battery_voltage,efficiency_battery_soc,cruise_air_speed,cruise_flap_angle,cruise_cl,cruise_drag_force,cruise_reynolds,cruise_battery_voltage,cruise_battery_soc,score_factor_take_off,score_payload,max_payload,score_efficiency,max_efficiency,score_distance,max_distance,t_loading,t_unloading,b_loading,penalty_current,penalty_round,score_round
2,0.029998347516350443,2.5495097567963927,9.999999999999996,0.2675821268089917,0.6500000000000004,0.11715396983181603,9.069471522654059,3.0,aeronaut14x8,acc24,ht14,0.0,0.0,0.0,0.0,0.5163501298348309,1.7,0.09,5.895156489725141,1.9851564897251412,3.91,0.26,0.3180716799782558,0.5318581811502394,0.04877687859664641,0.15144975,0.675,0.328822213156567,-1.659039521787724,5.416883444325528,0.07498809839741848,0.4107722516595765,0.3062719622526964,0.2277131496754954,0.2983440659911913,0.14422376934764802,0.9574321646611605,35.04437142581382,5.8000000000000025,6.600000000000003,1.5151919514347443,2.2,9.533803263007812,11.733803263007811,12.0460666659124,0.9677777777777777,17.38462128920975,2.6413450124648534,4,0.5085908242236925,283172.35966127645,11.928940000362825,0.9322222222222222,31.353813618796625,0.15816632863734997,510711.9240109772,0,52.95906607963299,26.601987363434404,0.2197184936804643,433310.99412897264,0,37.04093392036701,11.631132445174703,0.8292235193338431,33.6895298580096,-2,0.13699505083392574,6.450826832244751,548757.6350997557,11.195425722617935,0.6306692608899084,1.05,651.6666666666667,6.0,912.5220402623006,0.74,947.51802725652,3200.0,13.799999999999999,9.2,52.333333333333336,0.0,0.0,934.0473569649206
2,0.030025032478625355,2.5495097567963927,9.999999999999996,0.2675821268089917,0.6500000000000004,0.11715396983181603,9.060986082412564,3.0,aeronaut14x8,LAK24_v1,ht14,0.0,0.0,0.0,0.0,0.5163501298348309,1.7,0.09,5.889640953568169,1.9796409535681692,3.91,0.26,0.3180716799782558,0.5263426449932671,0.04877687859664641,0.15144975,0.675,0.32881758923898946,-1.661048535361566,5.409339923511481,0.0756911659444136,0.4109859155048115,0.30707046679427275,0.22771314332878384,0.2983440659911913,0.14578515301701295,0.9558707809917957,35.20980075986249,5.8000000000000025,6.600000000000003,1.474832744428858,2.2,9.594951411051607,11.794951411051606,12.0460666659124,0.9677777777777777,16.986208640572265,2.64367061416272,4,0.5319282963304416,276682.7474944817,11.928940000362825,0.9322222222222222,31.069715685340366,0.16092136295375703,506084.3465185855,0,50.72231788336818,26.44529315229688,0.22212195599151877,430758.65382918046,0,39.27768211663182,11.642918903982842,0.8323301140508775,34.27685629738887,0,0.132216693780252,6.242759285599986,558324.4016668082,11.207102151270808,0.6368824503239772,1.05,651.6666666666667,6.0,915.5732855997119,0.74,964.0365833640619,3200.0,13.799999999999999,9.2,52.333333333333336,0.0,0.0,940.8967874706543
2,0.031127596828183265,2.5495097567963927,9.999999999999996,0.2675821268089917,0.6500000000000004,0.11715396983181603,9.333102902789628,3.0,aeronaut14x8,LAK24_v1,ht14,0.0,0.0,0.0,0.0,0.5163501298348309,1.7,0.09,6.066516886813262,1.9865168868132619,4.08,0.26,0.3180716799782558,0.5332185782383598,0.04877687859664641,0.15144975,0.675,0.3304770936013405,-1.627144646497661,5.409339923511481,0.07555400003904061,0.4109688157642734,0.30080280949350985,0.23391689598560805,0.2983440659911913,0.14578515301701295,0.9558707809917957,39.4406385278041,6.400000000000003,7.200000000000004,1.4748509218252235,2.2,9.780943641020405,11.980943641020406,12.041493332519776,0.9661111111111111,17.149225744572718,2.549381186584383,4,0.5381046136118433,279338.07930971123,11.926344999558962,0.9313888888888888,31.70393334964728,0.1591888182321876,516414.90877547633,0,55.39713715414869,26.597909481702327,0.2261746067856012,433244.5708590445,0,34.60286284585131,11.616291818895771,0.8258373095081268,34.25701105969839,0,0.13634521954164788,6.230359335298137,558001.1491385327,11.184602208211206,0.6238968412384759,1.05,680.0,6.0,908.0505694137064,0.74,963.4784360540174,3200.0,14.399999999999999,9.6,52.0,0.0,0.0,947.6351519137035
2,0.032241961742910163,2.5495097567963927,9.999999999999996,0.2675821268089917,0.6500000000000004,0.11715396983181603,9.614611217929136,3.0,aeronaut14x8,acc24,ht14,0.0,0.0,0.0,0.0,0.5163501298348309,1.7,0.09,6.249497291653942,1.9994972916539417,4.25,0.26,0.3180716799782558,0.5461989830790399,0.04877687859664641,0.15144975,0.675,0.33204195558904587,-1.593183870228249,5.416883444325528,0.07472282664194317,0.4107391531896908,0.2941144823592602,0.23974693494746954,0.2983440659911913,0.14422376934764802,0.9574321646611605,41.44106749698865,6.800000000000003,7.600000000000004,1.5159973059174656,2.2,9.692273191123036,11.892273191123035,12.038053332346433,0.965,17.56481818982116,2.457184775170239,4,0.5290807714286573,286107.5275145706,11.924614999023055,0.9308333333333333,32.2472494707399,0.15851091388179236,525264.8057903341,0,61.04159828770795,26.873578191190678,0.22824093213910193,437734.84750366985,0,28.95840171229205,11.588630445241131,0.8179977801559611,34.22716637692055,0,0.14070276525572453,6.279405413998407,557515.018948812,11.15993765751381,0.6082177825341446,1.0,708.3333333333334,6.0,898.7520456771321,0.74,962.6390543508903,3200.0,14.999999999999998,10.0,51.66666666666667,0.0,0.0,908.2414777871186
2,0.031111982163004363,2.5495097567963927,9.999999999999996,0.2675821268089917,0.6500000000000004,0.11715396983181603,9.341982165075505,3.0,aeronaut14x8,acc24,ht14,0.0,0.0,0.0,0.0,0.5163501298348309,1.7,0.09,6.072288407299081,1.992288407299081,4.08,0.26,0.3180716799782558,0.5389900987241787,0.04877687859664641,0.15144975,0.675,0.3304795134024114,-1.625101674526041,5.416883444325528,0.07485136266028021,0.4107558099816973,0.3000067642637615,0.23391690231277243,0.2983440659911913,0.14422376934764802,0.9574321646611605,37.320600351448746,6.200000000000003,7.0000000000000036,1.5152320708256446,2.2,9.541697571822652,11.741697571822652,12.04293333240496,0.9666666666666667,17.539561925467726,2.5472131878793127,4,0.5151693778752966,285696.1365584944,11.927209999826916,0.9316666666666666,31.83900189628564,0.15799121586323972,518614.99576220545,0,56.505588848097375,26.623693714246485,0.22595149238978762,433664.56171476224,0,33.494411151902625,11.609779665714905,0.8242977932665314,34.05430257081992,0,0.13810450645581163,6.231534255441041,554699.2974522543,11.180216796615142,0.620817808755285,1.05,680.0,6.0,906.2452504552091,0.74,957.7772598043103,3200.0,14.399999999999999,9.6,52.0,0.0,0.0,945.0078785908319
2,0.03224570471526295,2.5495097567963927,9.999999999999996,0.2675821268089917,0.6500000000000004,0.11715396983181603,9.605325456304048,3.0,aeronaut14x8,LAK24_v1,ht14,0.0,0.0,0.0,0.0,0.5163501298348309,1.7,0.09,6.243461546597635,1.9934615465976346,4.25,0.26,0.3180716799782558,0.540163238022733,0.04877687859664641,0.15144975,0.675,0.33204170800109245,-1.595308017874536,5.409339923511481,0.07542514327041087,0.4109539757269614,0.29491731716481584,0.23974692856633978,0.2983440659911913,0.14578515301701295,0.9558707809917957,43.61944833102204,7.0000000000000036,7.800000000000004,1.4748643585234795,2.2,9.918428758352814,12.118428758352813,12.035493332551296,0.9644444444444444,17.311677013862983,2.4597116895750872,4,0.5439723598480539,281984.1944300588,11.9237499987551,0.9305555555555556,31.898378365715985,0.1618406713828146,519582.1594799093,0,57.76175415840425,26.607665153323364,0.23260087747763028,433403.47777493595,0,32.23824584159575,11.602399695107376,0.8225531192244385,34.257392261302066,0,0.1403189352651086,6.23072619322664,558007.3584056672,11.175429474172017,0.6173284606710994,1.0,708.3333333333334,6.0,901.0057030514276,0.74,963.4891573491205,3200.0,14.999999999999998,10.0,51.66666666666667,0.0,0.0,909.2760645779605
2,0.03337945755112858,2.5495097567963927,9.999999999999996,0.2675821268089917,0.6500000000000004,0.11715396983181603,9.877656439309538,3.0,aeronaut14x8,LAK24_v1,ht14,0.0,0.0,0.0,0.0,0.5163501298348309,1.7,0.09,6.420476685551203,2.0004766855512033,4.42,0.26,0.3180716799782558,0.5471783769763012,0.04877687859664641,0.15144975,0.675,0.3335192202632071,-1.565081762587924,5.409339923511481,0.07530285320437942,0.4109387948908602,0.2893295272100314,0.24527798515001978,0.2983440659911913,0.14578515301701295,0.9558707809917957,49.73966067245043,7.600000000000004,8.600000000000001,1.4748875814163656,2.2,10.15604681692386,12.356046816923861,12.026306666672305,0.9622222222222222,17.19585767542983,2.372298659745322,4,0.5672823924162878,280097.6514439956,11.921154998780677,0.9297222222222222,34.17830315612842,0.1449658540877568,556719.1020690498,0,87.32686143324256,11.908541052321553,1.1941244685475716,193974.2956610798,10,2.6731385667574443,11.49028673012158,0.7814904702316076,34.22815190201834,0,0.14454391463137994,6.228449236197321,557531.0718419297,11.045062133544885,0.5352031626854373,1.0,736.6666666666667,6.0,853.8101860954611,0.74,962.6667722442659,3200.0,15.599999999999998,10.399999999999999,51.333333333333336,0.0,0.0,902.3812083354645
2,0.03452896532378393,2.5495097567963927,9.999999999999996,0.2675821268089917,0.6500000000000004,0.11715396983181603,10.15009870876759,3.0,aeronaut14x8,LAK24_v1,ht14,0.0,0.0,0.0,0.0,0.5163501298348309,1.7,0.09,6.597564160698937,2.007564160698937,4.59,0.26,0.3180716799782558,0.5542658521240353,0.04877687859664641,0.15144975,0.675,0.3349165859630643,-1.536493027422895,5.409339923511481,0.07518718022019398,0.4109246161068261,0.28404445813149753,0.2505100656967589,0.2983440659911913,0.14578515301701295,0.9558707809917957,53.75844754430548,8.200000000000003,9.2,1.4748922162667133,2.2,10.203470888800787,12.403470888800786,12.020996667096888,0.9605555555555556,17.724027937787195,2.2917434492922917,4,0.5493371653304817,288700.84256369405,11.918426665578815,0.9288888888888889,34.240243386376214,0.14842579259471325,557728.026040728,0,87.66542198991168,0,inf,0.0,-4,2.3345780100883218,11.489195681064512,0.7810202472362338,34.195253873629,0,0.1488166068790004,6.228081787499726,556995.2067130762,11.04382021422291,0.5342627166946897,1.0,765.0,6.0,845.2714520286022,0.74,961.7415151958156,3200.0,16.2,10.799999999999999,51.0,0.0,0.0,908.3376557414726
2,0.03455149791140999,2.5495097567963927,9.999999999999996,0.2675821268089917,0.6500000000000004,0.11715396983181603,10.160238377384784,3.0,aeronaut14x8,acc24,ht14,0.0,0.0,0.0,0.0,0.5163501298348309,1.7,0.09,6.604154945300113,2.0141549453001133,4.59,0.26,0.3180716799782558,0.5608566367252117,0.04877687859664641,0.15144975,0.675,0.3349125584825808,-1.534517526119183,5.416883444325528,0.07448643637434216,0.4107111878710631,0.28328420611055816,0.25047270003557487,0.2983440659911913,0.14422376934764802,0.9574321646611605,53.45758649208336,8.200000000000003,9.2,1.5182204020144965,2.2,10.129712711543,12.329712711543,12.020996667096888,0.9605555555555556,18.23197996738603,2.283530544187643,4,0.5199400426601866,296974.7055615331,11.918426665578815,0.9288888888888889,34.1817407940037,0.14908307483107197,556775.0966180601,0,88.91006946174096,0,inf,0.0,-4,1.0899305382590398,11.48518169228041,0.7792915701920264,34.123928725093194,0,0.14958864978781625,6.246335433310133,555833.4149042082,11.040734357453355,0.5308053626062752,1.0,765.0,6.0,854.9542083941694,0.74,959.7354953932461,3200.0,16.2,10.799999999999999,51.0,0.0,0.0,910.8965679291385
2,0.033388419233230486,2.5495097567963927,9.999999999999996,0.2675821268089917,0.6500000000000004,0.11715396983181603,9.887362081643985,3.0,aeronaut14x8,acc24,ht14,0.0,0.0,0.0,0.0,0.5163501298348309,1.7,0.09,6.426785353068594,2.0067853530685937,4.42,0.26,0.3180716799782558,0.5534870444936922,0.04877687859664641,0.15144975,0.675,0.3335173208519235,-1.562929763132287,5.416883444325528,0.07460092338747508,0.410724678726664,0.28852933226199257,0.24527799151016735,0.2983440659911913,0.14422376934764802,0.9574321646611605,47.46788634731122,7.400000000000004,8.400000000000002,1.5172761453132648,2.2,9.943910937570278,12.14391093757028,12.028076666530776,0.9627777777777777,18.09686578788276,2.366538066623422,4,0.5131979402598302,294773.8752761252,11.922019998772152,0.9299999999999999,31.582925675003906,0.16993722383882762,514443.8546929146,0,60.67727359584401,27.658950019282763,0.22157556054583188,450527.51005711657,0,29.322726404155993,11.589896473696209,0.8185037866724388,34.223010337084844,0,0.14472941904170586,6.271668353191639,557447.3225873242,11.161399843564816,0.6092297955671,1.0,736.6666666666667,6.0,891.9772692511256,0.74,962.5221657305113,3200.0,15.599999999999998,10.399999999999999,51.333333333333336,0.0,0.0,915.0553672161012
