xflr5 v6.59

 Calculated polar for: AG40d -02f

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.300 e 6     Ncrit =   9.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -4.700,-0.3411, 0.01706, 0.01072,-0.0370,1.0000,0.0203,-3.4484, 0.0000, 0.0000, 0.0000, 0.1376
 -4.600,-0.3324, 0.01592, 0.00945,-0.0366,1.0000,0.0207,-3.4286, 0.0000, 0.0000, 0.0000, 0.1361
 -4.500,-0.3237, 0.01499, 0.00844,-0.0362,1.0000,0.0212,-3.3899, 0.0000, 0.0000, 0.0000, 0.1344
 -4.400,-0.3150, 0.01439, 0.00778,-0.0358,1.0000,0.0220,-3.3221, 0.0000, 0.0000, 0.0000, 0.1326
 -4.300,-0.3064, 0.01399, 0.00737,-0.0354,1.0000,0.0228,-3.2536, 0.0000, 0.0000, 0.0000, 0.1308
 -4.200,-0.2979, 0.01368, 0.00705,-0.0349,1.0000,0.0237,-3.2009, 0.0000, 0.0000, 0.0000, 0.1290
 -4.100,-0.2897, 0.01340, 0.00675,-0.0345,1.0000,0.0247,-3.1508, 0.0000, 0.0000, 0.0000, 0.1272
 -3.900,-0.2593, 0.01312, 0.00641,-0.0362,0.9962,0.0289,-2.9652, 0.0000, 0.0000, 0.0000, 0.1066
 -3.800,-0.2442, 0.01218, 0.00546,-0.0371,0.9945,0.0324,-2.9319, 0.0000, 0.0000, 0.0000, 0.0940
 -3.700,-0.2283, 0.01186, 0.00513,-0.0381,0.9919,0.0361,-2.8498, 0.0000, 0.0000, 0.0000, 0.0789
 -3.600,-0.2122, 0.01161, 0.00483,-0.0391,0.9890,0.0399,-2.7674, 0.0000, 0.0000, 0.0000, 0.0616
 -3.500,-0.1963, 0.01116, 0.00443,-0.0402,0.9863,0.0485,-2.6746, 0.0000, 0.0000, 0.0000, 0.0410
 -3.400,-0.1799, 0.01082, 0.00412,-0.0413,0.9840,0.0588,-2.5731, 0.0000, 0.0000, 0.0000, 0.0158
