binder_count,binder_mass,span,aspect_ratio,mean_aerodynamic_chord,wing_area,horizontal_stabilizer_area,wing_loading,battery_capacity,propeller,main_wing_airfoil,horizontal_stabilizer_airfoil,fowler_affected_span,fowler_affected_span_ratio,fowler_affected_area,fowler_affected_area_ratio,fuselage_wetted_area,fuselage_length,fuselage_diameter,mass_total,mass_empty,mass_payload,mass_battery,mass_fuselage,mass_wing,mass_horizontal_stabilizer,mass_landing_gear,mass_misc,x_center_of_gravity,c_m_alpha,c_l_alpha,c_n_beta,x_neutral_point,static_margin,transport_box_height,transport_box_width,transport_box_length,take_off_length,take_off_time_from_counter_start,take_off_time_total,cl_max_at_take_off,assumed_wind_speed,take_off_ground_speed,take_off_air_speed,takeoff_battery_voltage,takeoff_battery_soc,climb_air_speed,climb_rate,climb_flap_angle,climb_cl,climb_reynolds,climb_battery_voltage,climb_battery_soc,efficiency_motor_on_air_speed,efficiency_motor_on_cl,efficiency_motor_on_reynolds,efficiency_motor_on_flap_angle,efficiency_motor_on_time,efficiency_motor_off_air_speed,efficiency_motor_off_cl,efficiency_motor_off_reynolds,efficiency_motor_off_flap_angle,efficiency_motor_off_time,efficiency_battery_voltage,efficiency_battery_soc,cruise_air_speed,cruise_flap_angle,cruise_cl,cruise_drag_force,cruise_reynolds,cruise_battery_voltage,cruise_battery_soc,score_factor_take_off,score_payload,max_payload,score_efficiency,max_efficiency,score_distance,max_distance,t_loading,t_unloading,b_loading,penalty_current,penalty_round,score_round
2,0.02548506007221716,2.32379000772445,9.000000000000002,0.2718304775260131,0.6,0.11388679698170218,9.80583791382277,2.4,aeronaut14x8,LAK24_v1,ht14,0.0,0.0,0.0,0.0,0.46683718246973804,1.6,0.09,5.883502748293662,1.6335027482936617,4.25,0.21344,0.28757170440135865,0.4604592003727784,0.047010843519524115,0.170021,0.455,0.07995414051683024,-1.796716931120038,5.307807029077903,0.07569184028441174,0.1719656970121062,0.3385045690766516,0.31601348614050234,0.14941454971502727,0.9345719641444703,42.4431103032042,6.600000000000003,7.400000000000004,1.4749050049399124,2.2,10.138430452170413,12.338430452170414,11.88634999927281,0.9569444444444444,15.912375103620047,2.436549831012396,6,0.6562305898749053,263306.56052290846,11.75568333289411,0.9138888888888889,31.856623838817878,0.1656525068587979,527140.543020693,0,72.80833754153217,23.75720884099255,0.29785622194722755,393117.2377983396,2,17.19166245846783,11.324135400413954,0.75206885843484,31.946439710804196,0,0.16472236817791666,6.64902620301862,528626.7515960366,10.900021596214795,0.4694154946474577,1.0,708.3333333333334,6.0,808.7763794479608,0.74,898.4936168663679,3200.0,14.999999999999998,10.0,51.66666666666667,0.0,0.0,856.8677765492207
2,0.02548506007221716,2.32379000772445,9.000000000000002,0.2718304775260131,0.6,0.11388679698170218,9.80583791382277,2.4,aeronaut16x8,LAK24_v1,ht14,0.0,0.0,0.0,0.0,0.46683718246973804,1.6,0.09,5.883502748293662,1.6335027482936617,4.25,0.21344,0.28757170440135865,0.4604592003727784,0.047010843519524115,0.170021,0.455,0.07995414051683024,-1.796716931120038,5.307807029077903,0.07569184028441174,0.1719656970121062,0.3385045690766516,0.31601348614050234,0.14941454971502727,0.9345719641444703,39.60767052419703,6.000000000000003,6.800000000000003,1.4748964810482565,2.2,10.052576558076241,12.252576558076242,11.893225000581936,0.9590277777777778,19.381608612136127,2.5210788239329847,2,0.44376941012509463,320712.94623401307,11.75855208266442,0.9149305555555556,24.70082292364357,0.27553366107260535,408731.48626507516,2,33.48758109546164,22.77236241678267,0.3241763541264485,376820.7061421072,2,56.51241890453836,11.519850329891108,0.8203340605981568,30.41754989726946,0,0.18169754069762015,6.142441693843698,503327.78047457535,11.07912443155309,0.6059458989740916,1.05,708.3333333333334,6.0,812.0715953359082,0.74,855.4935908607035,3200.0,14.999999999999998,10.0,51.66666666666667,0.0,0.0,885.8144818354807
2,0.02548506007221716,2.32379000772445,9.000000000000002,0.2718304775260131,0.6,0.11388679698170218,9.80583791382277,2.4,freudenthaler16x8,LAK24_v1,ht14,0.0,0.0,0.0,0.0,0.46683718246973804,1.6,0.09,5.883502748293662,1.6335027482936617,4.25,0.21344,0.28757170440135865,0.4604592003727784,0.047010843519524115,0.170021,0.455,0.07995414051683024,-1.796716931120038,5.307807029077903,0.07569184028441174,0.1719656970121062,0.3385045690766516,0.31601348614050234,0.14941454971502727,0.9345719641444703,41.226575319567594,6.400000000000003,7.200000000000004,1.474897109747244,2.2,10.058908907014649,12.25890890701465,11.888674999787204,0.9576388888888889,17.462473888772852,2.497340003282493,4,0.5457065691688174,288956.4824818541,11.756639582817545,0.9142361111111111,25.31406581876937,0.26234554729683623,418878.9894774618,2,38.15702843774375,23.20396439388911,0.31222891986622464,383962.5458339663,2,51.84297156225625,11.489900800931663,0.8122273811844727,31.1844677082834,0,0.17287047947447515,6.39272250697135,516018.18587960495,11.054792078887733,0.589732540146723,1.0,708.3333333333334,6.0,795.1462796923483,0.74,877.0631542954706,3200.0,14.999999999999998,10.0,51.66666666666667,0.0,0.0,845.1809224403842
2,0.026685700198920928,2.387467277262665,9.500000000000004,0.2645803582255419,0.6,0.11293709396159124,9.831880214212914,2.4,freudenthaler14x8,LAK24_v1,ht14,0.0,0.0,0.0,0.0,0.46683718246973804,1.6,0.09,5.899128128527748,1.6491281285277477,4.25,0.21344,0.28757170440135865,0.4765946447355027,0.04650077939088566,0.170021,0.455,0.07958910562467574,-1.794749334959898,5.367472964549578,0.07529339075862233,0.1680589652244086,0.3343751047864864,0.30758494090919297,0.14755645093262118,0.9448586081581857,39.81003236720897,6.200000000000003,7.0000000000000036,1.474862309048648,2.2,10.034708846695331,12.23470884669533,11.891000000253598,0.9583333333333333,17.53894810245606,2.578060555007694,4,0.5420861202524073,282481.2766304679,11.757595832740982,0.9145833333333333,28.203736634523132,0.2119024971525665,454247.73958672764,0,47.44703241229245,24.172084731310164,0.2884836205959874,389314.1888460322,2,42.55296758770755,11.435899527468631,0.7960989020619922,31.14283980349927,0,0.1737932690120945,6.368451397335671,501584.7640462944,11.005035185868966,0.5574755819017623,1.05,708.3333333333334,6.0,815.6594404923004,0.74,875.892369473417,3200.0,14.999999999999998,10.0,51.66666666666667,0.0,0.0,894.2098001546677
2,0.02548506007221716,2.32379000772445,9.000000000000002,0.2718304775260131,0.6,0.11388679698170218,9.80583791382277,2.4,freudenthaler14x8,LAK24_v1,ht14,0.0,0.0,0.0,0.0,0.46683718246973804,1.6,0.09,5.883502748293662,1.6335027482936617,4.25,0.21344,0.28757170440135865,0.4604592003727784,0.047010843519524115,0.170021,0.455,0.07995414051683024,-1.796716931120038,5.307807029077903,0.07569184028441174,0.1719656970121062,0.3385045690766516,0.31601348614050234,0.14941454971502727,0.9345719641444703,39.955236749149755,6.200000000000003,7.0000000000000036,1.4748978340546501,2.2,10.066204238050181,12.266204238050182,11.891000000253598,0.9583333333333333,17.57380757479714,2.572709055389296,4,0.5385549084471914,290798.7523973442,11.757595832740982,0.9145833333333333,28.23219055548926,0.21091543066055377,467166.0228460838,0,47.77482948355846,24.174797183027742,0.28765493487419347,400027.1899167217,2,42.22517051644154,11.43416834897944,0.7955298099243777,31.124876871762144,0,0.17353305931411042,6.372953636714926,515032.1194941082,11.003334738211649,0.5563373976265331,1.05,708.3333333333334,6.0,814.3403234047568,0.74,875.3871620183104,3200.0,14.999999999999998,10.0,51.66666666666667,0.0,0.0,893.5712865647401
2,0.02548506007221716,2.32379000772445,9.000000000000002,0.2718304775260131,0.6,0.11388679698170218,9.80583791382277,2.4,vm14x10,LAK24_v1,ht14,0.0,0.0,0.0,0.0,0.46683718246973804,1.6,0.09,5.883502748293662,1.6335027482936617,4.25,0.21344,0.28757170440135865,0.4604592003727784,0.047010843519524115,0.170021,0.455,0.07995414051683024,-1.796716931120038,5.307807029077903,0.07569184028441174,0.1719656970121062,0.3385045690766516,0.31601348614050234,0.14941454971502727,0.9345719641444703,77.57204010808616,12.599999999999987,14.39999999999998,1.474893126188414,2.2,10.01878591487494,12.218785914874939,11.810293750438277,0.9326388888888889,19.383298848652576,2.4944177072218316,2,0.44376941012509463,320740.91505455173,11.729829165767523,0.9034722222222222,33.41509983130801,0.1505608234960535,552929.084993082,0,87.04556765166961,22.292917641738764,0.33827015641700825,368887.19817391137,2,2.9544323483303856,11.282011382686223,0.7273514450491847,32.6271184941953,0,0.15792106602706715,6.88459528433556,539890.1354786133,10.845793150939718,0.4199806678761472,0.0,708.3333333333334,6.0,836.6377932646392,0.74,917.637707649243,3200.0,14.999999999999998,10.0,51.66666666666667,0.0,0.0,0.0
2,0.026685700198920928,2.387467277262665,9.500000000000004,0.2645803582255419,0.6,0.11293709396159124,9.831880214212914,2.4,freudenthaler16x8,LAK24_v1,ht14,0.0,0.0,0.0,0.0,0.46683718246973804,1.6,0.09,5.899128128527748,1.6491281285277477,4.25,0.21344,0.28757170440135865,0.4765946447355027,0.04650077939088566,0.170021,0.455,0.07958910562467574,-1.794749334959898,5.367472964549578,0.07529339075862233,0.1680589652244086,0.3343751047864864,0.30758494090919297,0.14755645093262118,0.9448586081581857,41.07650045365324,6.400000000000003,7.200000000000004,1.4748616409204949,2.2,10.02779495778059,12.227794957780588,11.888674999787204,0.9576388888888889,17.473456674777193,2.5027885147223112,4,0.5464503523945929,281426.4755106398,11.756639582817545,0.9142361111111111,25.097733994155423,0.2675964525878135,404222.641961528,2,36.66666880678367,22.967556148288526,0.31953600589279596,369914.12164233293,2,53.33333119321633,11.500499983901568,0.814814811099334,31.211513339042998,0,0.17302932860073345,6.3912653345012025,502690.8160100609,11.062791654061593,0.5949073999764456,1.0,708.3333333333334,6.0,796.8316352272127,0.74,877.8238126605844,3200.0,14.999999999999998,10.0,51.66666666666667,0.0,0.0,845.9962604070435
2,0.026685700198920928,2.387467277262665,9.500000000000004,0.2645803582255419,0.6,0.11293709396159124,9.831880214212914,2.4,aeronaut16x8,LAK24_v1,ht14,0.0,0.0,0.0,0.0,0.46683718246973804,1.6,0.09,5.899128128527748,1.6491281285277477,4.25,0.21344,0.28757170440135865,0.4765946447355027,0.04650077939088566,0.170021,0.455,0.07958910562467574,-1.794749334959898,5.367472964549578,0.07529339075862233,0.1680589652244086,0.3343751047864864,0.30758494090919297,0.14755645093262118,0.9448586081581857,39.473085819220344,6.000000000000003,6.800000000000003,1.4748612267043717,2.2,10.023508588094167,12.223508588094166,11.893225000581936,0.9590277777777778,19.40723777215714,2.5257634484823814,2,0.44376941012509463,312571.8412372913,11.75855208266442,0.9149305555555556,23.952102191229983,0.2938069765342304,385771.16286777746,2,28.76315945982639,21.85051972806269,0.3530415596693845,351923.19811688305,2,61.23684054017361,11.552010267017506,0.828536181493357,30.452531259803237,0,0.18176178560479056,6.142663439226871,490466.6948466444,11.102076197494785,0.6223501407644916,1.05,708.3333333333334,6.0,815.262003402464,0.74,856.4774416819662,3200.0,14.999999999999998,10.0,51.66666666666667,0.0,0.0,887.2754724462172
2,0.027934754497536095,2.4494897427831783,10.000000000000002,0.25788103393002415,0.6,0.1121124235837887,9.85918883019504,2.4,freudenthaler14x8,LAK24_v1,ht14,0.0,0.0,0.0,0.0,0.46683718246973804,1.6,0.09,5.915513298117023,1.6655132981170233,4.25,0.21344,0.28757170440135865,0.49342151612565,0.046059077590014055,0.170021,0.455,0.07924481044243196,-1.791120013439312,5.421771779582249,0.07493514161580384,0.1644324514427494,0.3303569545631666,0.2997967162602121,0.14584203718899036,0.9543612465507975,41.67585189564807,6.400000000000003,7.200000000000004,1.4748456994980685,2.2,10.176203226147091,12.37620322614709,11.888674999787204,0.9576388888888889,16.989101776696625,2.581595647028586,4,0.5789190632310832,266697.13174353587,11.756639582817545,0.9142361111111111,28.247745925595147,0.2118294726896194,443436.7935160617,0,48.02458164630095,24.187221291759123,0.2889229401301846,379694.1491166116,2,41.97541835369905,11.43284934521257,0.7950962124196164,31.15768335542955,0,0.17410997890607247,6.36556571183838,489117.3701757709,11.002026857750954,0.5554702026170106,1.0,708.3333333333334,6.0,813.4215912007523,0.74,876.3098443714562,3200.0,14.999999999999998,10.0,51.66666666666667,0.0,0.0,851.0215896351806
2,0.026685700198920928,2.387467277262665,9.500000000000004,0.2645803582255419,0.6,0.11293709396159124,9.831880214212914,2.4,aeronaut14x8,LAK24_v1,ht14,0.0,0.0,0.0,0.0,0.46683718246973804,1.6,0.09,5.899128128527748,1.6491281285277477,4.25,0.21344,0.28757170440135865,0.4765946447355027,0.04650077939088566,0.170021,0.455,0.07958910562467574,-1.794749334959898,5.367472964549578,0.07529339075862233,0.1680589652244086,0.3343751047864864,0.30758494090919297,0.14755645093262118,0.9448586081581857,42.28473000433805,6.600000000000003,7.400000000000004,1.474869220835581,2.2,10.106233039825252,12.306233039825251,11.88634999927281,0.9569444444444444,17.21212982079444,2.4570519560901687,4,0.5632133726040585,277217.5604206559,11.75568333289411,0.9138888888888889,32.506730071916834,0.15951546927793317,523551.5012733983,0,79.67965585305348,23.583873042548056,0.30305337105031505,379840.4856455982,2,10.320344146946525,11.301693717486694,0.7401394863662266,31.94827387382685,0,0.16514087386656523,6.639453260709055,514557.0382727029,10.873161247829117,0.4455567505102309,1.0,708.3333333333334,6.0,815.5878052531049,0.74,898.54520270138,3200.0,14.999999999999998,10.0,51.66666666666667,0.0,0.0,859.1554470959393
